//LSPD Rooftop Objects
11245,1564.9000000,-1665.5000000,33.2000000,0.0000000,0.0000000,90.0000000 ; //object(sfsefirehseflag) (1)
2949,1565.6000000,-1667.2999000,27.4000000,0.0000000,0.0000000,270.0000000 ; //object(kmb_lockeddoor) (1)
984,1555.4000000,-1656.8000000,28.0000000,0.0000000,0.0000000,0.0000000 ; //object(fenceshit2) (1)
983,1557.4501000,-1665.7000000,28.0000000,0.0000000,0.0000000,40.0000000 ; //object(fenceshit3) (1)
982,1574.6000000,-1650.4000000,28.0000000,0.0000000,0.0000000,0.0000000 ; //object(fenceshit) (1)
984,1542.6000000,-1644.0000000,28.0000000,0.0000000,0.0000000,0.0000000 ; //object(fenceshit2) (2)
984,1549.0000000,-1650.4000000,28.0000000,0.0000000,0.0000000,90.0000000 ; //object(fenceshit2) (3)
982,1555.4000000,-1637.6000000,28.0000000,0.0000000,0.0000000,90.0000000 ; //object(fenceshit) (2)
983,1571.4000000,-1637.6000000,28.0000000,0.0000000,0.0000000,90.0000000 ; //object(fenceshit3) (2)
983,1572.5000000,-1665.7000000,28.0000000,0.0000000,0.0000000,320.0000000 ; //object(fenceshit3) (3)
3934,1552.7000000,-1644.0000000,27.4000000,0.0000000,0.0000000,0.0000000 ; //object(helipad01) (1)
3042,1568.0000000,-1667.9000000,29.9000000,0.0000000,0.0000000,0.0000000 ; //object(ct_vent) (1)
1697,1570.8000000,-1642.4000000,28.9000000,0.0000000,0.0000000,0.0000000 ; //object(roofstuff16) (1)
2649,1561.0000000,-1666.5000000,27.9000000,0.0000000,0.0000000,90.0000000 ; //object(cj_aircon2) (1)
1684,1571.2000000,-1655.9000000,28.9000000,0.0000000,0.0000000,270.0000000 ; //object(portakabin) (1)

//LSPD Interior Objects
2949,255.6000100,81.8800000,1001.4000200,0.0000000,0.0000000,270.0000000 ; //object(kmb_lockeddoor) (2)

//Docks Base Objects
3279,2724.8000000,-2395.5000000,12.6000000,0.0000000,0.0000000,0.0000000 ; //object(a51_spottower) (1)
3279,2724.7000000,-2494.2000000,12.7000000,0.0000000,0.0000000,0.0000000 ; //object(a51_spottower) (2)
1998,2744.1001000,-2454.1001000,12.8600000,0.0000000,0.0000000,270.0000000 ; //object(officedesk1l) (1)
1671,2744.3999000,-2455.0000000,13.3000000,0.0000000,0.0000000,135.0000000 ; //object(swivelchair_a) (1)
2244,2742.2900000,-2452.2000000,13.1400000,0.0000000,0.0000000,0.0000000 ; //object(plant_pot_9) (1)
16782,2742.3999000,-2453.8000000,14.1000000,0.0000000,0.0000000,0.0000000 ; //object(a51_radar_scan) (1)
3031,2746.5999000,-2454.1006000,17.2000000,0.0000000,0.0000000,0.0000000 ; //object(wong_dish) (1)
2047,2746.5000000,-2455.5901000,14.6000000,0.0000000,0.0000000,180.0000000 ; //object(cj_flag1) (1)
2048,2749.0000000,-2455.5901000,14.6000000,0.0000000,0.0000000,180.0000000 ; //object(cj_flag2) (1)
2358,2750.2000000,-2455.3000000,12.9300000,0.0000000,0.0000000,180.0000000 ; //object(ammo_box_c2) (1)
2359,2750.2000000,-2454.5000000,13.0700000,0.0000000,0.0000000,225.0000000 ; //object(ammo_box_c5) (1)
1808,2750.5000000,-2453.0000000,12.8400000,0.0000000,0.0000000,270.0000000 ; //object(cj_watercooler2) (1)
3934,2778.5000000,-2351.6001000,12.6200000,0.0000000,0.0000000,0.0000000 ; //object(helipad01) (1)

//Blueberry Truck Depot
942,93.3000000,-314.2000100,3.0000000,0.0000000,0.0000000,358.5000000 ; //object(cj_df_unit_2) (1)
939,86.1000000,-314.2000100,3.0000000,0.0000000,0.0000000,358.5000000 ; //object(cj_df_unit) (1)
2062,95.9000000,-295.7000100,1.1000000,0.0000000,0.0000000,180.0000000 ; //object(cj_oildrum2) (1)
925,95.5000000,-297.6000100,1.6000000,0.0000000,0.0000000,268.0000000 ; //object(rack2) (1)
930,94.9000000,-294.3999900,1.1000000,0.0000000,0.0000000,0.0000000 ; //object(o2_bottles) (1)
1685,96.6000000,-292.2999900,1.3000000,0.0000000,0.0000000,0.0000000 ; //object(blockpallet) (1)
1635,89.7000000,-315.2000100,5.8000000,0.0000000,0.0000000,268.5000000 ; //object(nt_aircon1dbl) (1)
2066,84.4000000,-298.8999900,0.6000000,0.0000000,0.0000000,87.0000000 ; //object(cj_m_fileing2) (1)
2984,95.6000000,-303.2000100,1.9000000,0.0000000,0.0000000,359.0000000 ; //object(portaloo) (1)
2008,85.6000000,-296.3999900,0.6000000,0.0000000,0.0000000,270.0000000 ; //object(officedesk1) (1)
1671,84.6000000,-296.6000100,1.0000000,0.0000000,0.0000000,45.0000000 ; //object(swivelchair_a) (1)
2001,84.4000000,-295.2999900,0.6000000,0.0000000,0.0000000,0.0000000 ; //object(nu_plant_ofc) (1)
1808,84.0000000,-300.6000100,0.5000000,0.0000000,0.0000000,87.0000000 ; //object(cj_watercooler2) (1)
