//SFPD Vehicles
597,-1600.2002000,676.2002000,-5.6000000,0.0000000,-1,-1,2700 ; //Police Car (SFPD)
599,-1639.7000000,657.7999900,-5.1000000,270.0000000,-1,-1,2700 ; //Police Ranger
597,-1640.0000000,682.1999500,-5.6000000,90.0000000,-1,-1,2700 ; //Police Car (SFPD)
599,-1612.5500000,693.2999900,-5.1000000,0.0000000,-1,-1,2700 ; //Police Ranger
597,-1573.0000000,718.2999900,-5.6000000,90.0000000,-1,-1,2700 ; //Police Car (SFPD)
597,-1572.7000000,726.5999800,-5.6000000,270.0000000,-1,-1,2700 ; //Police Car (SFPD)
599,-1584.0500000,749.7000100,-5.1000000,0.0000000,-1,-1,2700 ; //Police Ranger
523,-1592.2998000,711.2002000,-5.8000000,270.0000000,-1,-1,2700 ; //HPV1000
523,-1592.2998000,709.2999900,-5.8000000,270.0000000,-1,-1,2700 ; //HPV1000
523,-1592.2998000,707.2000100,-5.8000000,270.0000000,-1,-1,2700 ; //HPV1000
523,-1592.2998000,705.0999800,-5.8000000,270.0000000,-1,-1,2700 ; //HPV1000
523,-1612.7000000,732.0000000,-5.8000000,0.0000000,-1,-1,2700 ; //HPV1000
523,-1616.6500000,732.0000000,-5.8000000,0.0000000,-1,-1,2700 ; //HPV1000
597,-1592.2000000,749.5100700,-5.6000000,180.0000000,-1,-1,2700 ; //Police Car (SFPD)
497,-1617.2000000,712.0000000,49.3000000,180.0000000,-1,-1,2700 ; //Police Maverick

//SF CIA Headquarters Vehicles
490,-1706.4000000,775.9000200,25.4000000,0.0000000,-1,-1,2700 ; //FBI Rancher
490,-1706.4000000,762.9000200,25.4000000,0.0000000,-1,-1,2700 ; //FBI Rancher
490,-1706.4000000,795.5999800,25.4000000,0.0000000,-1,-1,2700 ; //FBI Rancher
490,-1706.4000000,808.5999800,25.4000000,0.0000000,-1,-1,2700 ; //FBI Rancher

//Navy Base Vehicles
425,-1292.7000000,495.5000000,19.1000000,90.0000000,95,10,2700 ; //Hunter
520,-1439.2000000,494.7999900,19.2000000,0.0000000,-1,-1,2700 ; //Hydra
520,-1425.1000000,494.7999900,19.2000000,0.0000000,-1,-1,2700 ; //Hydra
520,-1410.3000000,494.7999900,19.1000000,0.0000000,-1,-1,2700 ; //Hydra

//SF Hospital Vehicles
416,-2669.7998000,619.2000100,15.3000000,90.0000000,1,3,600 ; //Ambulance
416,-2659.8994000,619.2000100,15.3000000,90.0000000,1,3,600 ; //Ambulance
416,-2650.0000000,619.2000100,15.3000000,90.0000000,1,3,600 ; //Ambulance
416,-2640.0000000,619.2000100,15.3000000,90.0000000,1,3,600 ; //Ambulance
416,-2630.0000000,619.2000100,15.3000000,90.0000000,1,3,600 ; //Ambulance

//SF Hospital Bicycles
510,-2642.3000000,632.5000000,14.2000000,180.0000000,51,95,300 ; //Mountain Bike
510,-2643.8000000,632.5000000,14.2000000,180.0000000,51,95,300 ; //Mountain Bike
510,-2645.3999000,632.5000000,14.2000000,180.0000000,108,28,300 ; //Mountain Bike
510,-2647.0000000,632.5000000,14.2000000,180.0000000,132,137,300 ; //Mountain Bike

//SF Fire Station Trucks
407,-2053.1001000,92.6000000,28.8000000,90.0000000,255,-1,600 ; //Firetruck
407,-2053.1001000,83.9000000,28.8000000,90.0000000,255,-1,600 ; //Firetruck
407,-2053.1001000,75.3000000,28.8000000,90.0000000,255,-1,600 ; //Firetruck
407,-2022.5000000,75.5000000,28.4000000,270.0000000,255,-1,600 ; //Firetruck
407,-2022.5000000,84.1000000,28.4000000,270.0000000,255,-1,600 ; //Firetruck

//SF Airport Vehicles
577,-1368.6000000,-217.0000000,13.1000000,315.0000000,34,25,600 ; //AT-400
577,-1314.7000000,-240.8000000,13.1000000,315.0000000,34,25,600 ; //AT-400
519,-1193.6000000,-151.8999900,15.1000000,135.0000000,245,245,600 ; //Shamal
519,-1213.0000000,-132.1000100,15.1000000,134.9950000,245,245,600 ; //Shamal
519,-1236.1000000,-103.0000000,15.1000000,135.0000000,245,245,600 ; //Shamal
519,-1253.1000000,-85.8000000,15.1000000,134.9950000,245,245,600 ; //Shamal
553,-1258.1000000,-54.5000000,16.4000000,0.0000000,171,146,600 ; //Nevada
553,-1240.8000000,-37.7000000,16.4000000,0.0000000,171,146,600 ; //Nevada
593,-1283.0000000,37.5000000,14.7000000,135.0000000,42,119,600 ; //Dodo
593,-1273.1000000,27.3000000,14.7000000,134.9950000,42,119,600 ; //Dodo
593,-1293.2000000,47.8000000,14.7000000,134.9950000,42,119,600 ; //Dodo
