//LVPD Vehicles
598,2299.0498000,2430.5000000,3.3000000,0.0000000,102,1,2700 ; //Police Car (LVPD)
528,2297.5000000,2451.6006000,3.7000000,90.0000000,-1,-1,2700 ; //FBI Truck
523,2281.7002000,2433.1006000,3.1000000,270.0000000,-1,-1,2700 ; //HPV1000
523,2281.7000000,2431.1001000,3.1000000,270.0000000,-1,-1,2700 ; //HPV1000
523,2281.7000000,2429.0000000,3.1000000,270.0000000,-1,-1,2700 ; //HPV1000
598,2268.3999000,2430.5000000,3.3000000,0.0000000,102,1,2700 ; //Police Car (LVPD)
528,2259.7000000,2430.5000000,3.7000000,180.0000000,-1,-1,2700 ; //FBI Truck
598,2239.1001000,2447.1001000,3.3000000,90.0000000,102,1,2700 ; //Police Car (LVPD)
598,2268.2000000,2474.0000000,3.3000000,0.0000000,102,1,2700 ; //Police Car (LVPD)
528,2281.3000000,2473.8999000,3.7000000,180.0000000,-1,-1,2700 ; //FBI Truck
523,2316.8000000,2455.3999000,3.1000000,90.0000000,-1,-1,2700 ; //HPV1000
523,2316.8000000,2460.3000000,3.1000000,90.0000000,-1,-1,2700 ; //HPV1000
598,2315.6001000,2475.3000000,3.3000000,90.0000000,102,1,2700 ; //Police Car (LVPD)
497,2281.3999000,2438.3999000,47.3000000,180.0000000,-1,-1,2700 ; //Police Maverick

//LV CIA Headquarters Vehicles
490,2511.7000000,2393.8999000,11.3000000,90.0000000,-1,-1,2700 ; //FBI Rancher
490,2511.7000000,2379.3999000,11.3000000,270.0000000,-1,-1,2700 ; //FBI Rancher
490,2514.6001000,2372.8999000,4.7000000,90.0000000,-1,-1,2700 ; //FBI Rancher
490,2541.2000000,2363.1499000,4.7000000,270.0000000,-1,-1,2700 ; //FBI Rancher
490,2528.8000000,2397.6001000,4.7000000,180.0000000,-1,-1,2700 ; //FBI Rancher

//Army Vehicles
432,283.0000000,1964.7002000,17.7000000,180.0000000,95,10,2700 ; //Rhino
425,308.0000000,2047.2000000,18.5000000,180.0000000,95,10,2700 ; //Hunter
433,272.0000000,1950.0000000,18.2000000,270.0000000,95,10,2700 ; //Barracks
520,274.0000000,1983.9000000,18.6000000,270.0000000,-1,-1,2700 ; //Hydra
432,276.5000000,1964.7002000,17.7000000,180.0000000,95,10,2700 ; //Rhino
520,274.0000000,1995.4000000,18.6000000,270.0000000,-1,-1,2700 ; //Hydra
520,274.0000000,2018.0000000,18.6000000,270.0000000,-1,-1,2700 ; //Hydra
520,274.0000000,2029.8000000,18.6000000,270.0000000,-1,-1,2700 ; //Hydra
